band	rfid	sex	first_access	first_ac_age	first_foxpro	first_fox_age	fox_chick	first_year	first_age	known_age	age2013	age2014	age2015	age2016	age2017	age2018	age2019	age2020
185142392		female	2013	ASY	2006	ASY		2006	2	no	9	10	11	12	13	14	15	16
312162642		female	2013	ASY	2008	ASY		2008	2	no	7	8	9	10	11	12	13	14
312162640		female	2013	ASY	2008	ASY		2008	2	no	7	8	9	10	11	12	13	14
222153407		female	2013	ASY	2009	ASY	2007	2007	0	yes	6	7	8	9	10	11	12	13
222153336		female	2013	ASY	2010	ASY	2007	2007	0	yes	6	7	8	9	10	11	12	13
222153869		female	2013	ASY	2008	SY	2007	2007	0	yes	6	7	8	9	10	11	12	13
222154419		female	2013	ASY	2008	SY		2008	1	no	6	7	8	9	10	11	12	13
222153369		female	2013	ASY	2010	ASY	2007	2007	0	yes	6	7	8	9	10	11	12	13
312162630		female	2013	ASY	2008	SY		2008	1	no	6	7	8	9	10	11	12	13
191124747		female	2013	ASY	2009	ASY		2009	2	no	6	7	8	9	10	11	12	13
222153402		female	2013				2007	2007	0	yes	6	7	8	9	10	11	12	13
222154542		male	2013	AHY	2012	AHY	2008	2008	0	yes	5	6	7	8	9	10	11	12
222154166		female	2013	ASY	2010	ASY		2010	2	no	5	6	7	8	9	10	11	12
232173199		female	2013	ASY	2009	SY		2009	1	no	5	6	7	8	9	10	11	12
222154169		female	2013	ASY	2010	ASY		2010	2	no	5	6	7	8	9	10	11	12
222154163		female	2013	ASY	2010	ASY		2010	2	no	5	6	7	8	9	10	11	12
222154531		female	2013	ASY	2009	SY	2008	2008	0	yes	5	6	7	8	9	10	11	12
232173314		female	2013	ASY	2011	ASY	2008	2008	0	yes	5	6	7	8	9	10	11	12
312162672		female	2013	ASY	2009	SY	2008	2008	0	yes	5	6	7	8	9	10	11	12
222154848	0417CA7E65	female	2013	ASY	2009	SY	2008	2008	0	yes	5	6	7	8	9	10	11	12
232173136		female	2013	ASY	2009	SY	2008	2008	0	yes	5	6	7	8	9	10	11	12
191124766		female	2013	ASY	2009	SY		2009	1	no	5	6	7	8	9	10	11	12
191124743		female	2013	ASY	2009	SY		2009	1	no	5	6	7	8	9	10	11	12
191124755		female	2013	ASY	2009	SY		2009	1	no	5	6	7	8	9	10	11	12
191124782		female	2013	ASY	2009	SY		2009	1	no	5	6	7	8	9	10	11	12
239152956		female	2013	ASY	2010	ASY		2010	2	no	5	6	7	8	9	10	11	12
232173915		female	2013	ASY	2009	SY		2009	1	no	5	6	7	8	9	10	11	12
232173334		female	2013	ASY	2009	SY	2008	2008	0	yes	5	6	7	8	9	10	11	12
312162651		female	2013	ASY	2009	SY	2008	2008	0	yes	5	6	7	8	9	10	11	12
232173070		male	2013	AHY	2012	AHY	2008	2008	0	yes	5	6	7	8	9	10	11	12
222154447		male	2014	AHY	2010	AHY	2008	2008	0	yes	5	6	7	8	9	10	11	12
232173269		female	2013	ASY	2010	SY		2010	1	no	4	5	6	7	8	9	10	11
239152301		female	2013	ASY	2011	ASY	2009	2009	0	yes	4	5	6	7	8	9	10	11
240150610		female	2013	ASY	2011	ASY		2011	2	no	4	5	6	7	8	9	10	11
239152515		female	2013	ASY	2010	ASY	2009	2009	0	yes	4	5	6	7	8	9	10	11
240150318		female	2013	ASY	2011	ASY		2011	2	no	4	5	6	7	8	9	10	11
240150418		female	2013	ASY	2011	ASY		2011	2	no	4	5	6	7	8	9	10	11
240150421		female	2013	ASY	2011	ASY		2011	2	no	4	5	6	7	8	9	10	11
240150406		female	2013	ASY	2011	ASY		2011	2	no	4	5	6	7	8	9	10	11
232173261		female	2013	ASY	2010	SY		2010	1	no	4	5	6	7	8	9	10	11
239159063		female	2013	ASY	2010	SY		2010	1	no	4	5	6	7	8	9	10	11
232173268		female	2013	ASY	2010	SY		2010	1	no	4	5	6	7	8	9	10	11
239159802		female	2013	ASY	2010	SY		2010	1	no	4	5	6	7	8	9	10	11
240150431		female	2013	ASY	2011	ASY		2011	2	no	4	5	6	7	8	9	10	11
239152961		female	2013	ASY	2010	SY		2010	1	no	4	5	6	7	8	9	10	11
240150441		female	2013	ASY	2011	ASY		2011	2	no	4	5	6	7	8	9	10	11
240150614		female	2013	ASY	2011	ASY		2011	2	no	4	5	6	7	8	9	10	11
240150642		female	2013	ASY	2011	ASY		2011	2	no	4	5	6	7	8	9	10	11
239159759		male	2013	AHY	2010	AHY		2010	1	no	4	5	6	7	8	9	10	11
239159073		male	2013	AHY	2010	AHY		2010	1	no	4	5	6	7	8	9	10	11
240150609		female	2013		2011	ASY		2011	2	no	4	5	6	7	8	9	10	11
239152800		female	2013				2009	2009	0	yes	4	5	6	7	8	9	10	11
240150355	041959C23E	female	2013	ASY	2011	ASY		2011	2	no	4	5	6	7	8	9	10	11
239152233		female	2013	ASY	2010	SY	2009	2009	0	yes	4	5	6	7	8	9	10	11
239159366		male	2013	AHY	2010	AHY		2010	1	no	4	5	6	7	8	9	10	11
240150648		female	2013	AHY	2011	ASY		2011	2	no	4	5	6	7	8	9	10	11
239152572		female	2013	ASY	2010	SY		2010	1	no	4	5	6	7	8	9	10	11
239152977		male	2013	AHY	2010	AHY		2010	1	no	4	5	6	7	8	9	10	11
232173282		male	2013	AHY	2010	AHY		2010	1	no	4	5	6	7	8	9	10	11
239159375	0417CAA06A	male	2013	AHY	2010	AHY		2010	1	no	4	5	6	7	8	9	10	11
232173277		female	2013	ASY	2010	SY		2010	1	no	4	5	6	7	8	9	10	11
232173808		female	2013	ASY	2010	SY	2009	2009	0	yes	4	5	6	7	8	9	10	11
239152149		male	2014	AHY	2010	AHY	2009	2009	0	yes	4	5	6	7	8	9	10	11
239152142		male	2014	AHY	2011	AHY	2009	2009	0	yes	4	5	6	7	8	9	10	11
222154155		male	2014	AHY	2010	AHY	2009	2009	0	yes	4	5	6	7	8	9	10	11
239159088		male	2014	AHY	2010	AHY		2010	1	no	4	5	6	7	8	9	10	11
239159199		male	2014	AHY	2010	AHY		2010	1	no	4	5	6	7	8	9	10	11
240150404		female	2013	ASY	2011	SY		2011	1	no	3	4	5	6	7	8	9	10
160118771		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
160118769		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
240150429		female	2013	ASY	2011	SY		2011	1	no	3	4	5	6	7	8	9	10
240150658		female	2013		2011	SY		2011	1	no	3	4	5	6	7	8	9	10
240150407		female	2013	SY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
160120210		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
160120226		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
160120230		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
239159529		female	2013		2012	ASY	2010	2010	0	yes	3	4	5	6	7	8	9	10
160118773		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
160120108		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
160120119		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
240150657		female	2013	ASY	2011	SY		2011	1	no	3	4	5	6	7	8	9	10
160120223		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
232173466		female	2013	ASY	2012	ASY	2010	2010	0	yes	3	4	5	6	7	8	9	10
240150647		female	2013	ASY	2011	SY		2011	1	no	3	4	5	6	7	8	9	10
160118791		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
160120107		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
160120233		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
239160131		female	2013	ASY	2012	ASY	2010	2010	0	yes	3	4	5	6	7	8	9	10
240150333		female	2013	ASY	2011	SY		2011	1	no	3	4	5	6	7	8	9	10
160120104		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
160120224		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
160120237		female	2013	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
232173986		female	2013	ASY	2011	ASY	2010	2010	0	yes	3	4	5	6	7	8	9	10
240150435		female	2013	ASY	2011	SY		2011	1	no	3	4	5	6	7	8	9	10
240150315		male	2013	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
240150325		male	2013	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
240150342		male	2013	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
240151199		male	2013	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
239159553		male	2013	AHY	2011	AHY	2010	2010	0	yes	3	4	5	6	7	8	9	10
240150364		male	2013	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
239159631		male	2013	AHY	2011	AHY	2010	2010	0	yes	3	4	5	6	7	8	9	10
239159636		male	2013	AHY	2012	AHY	2010	2010	0	yes	3	4	5	6	7	8	9	10
240150338		male	2013	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
240150347		male	2013	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
240150310		male	2013	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
240150350		male	2013	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
240150330	041868BD7F	male	2013	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
240150352		male	2013	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
232173449		male	2013	AHY	2012	AHY	2010	2010	0	yes	3	4	5	6	7	8	9	10
240150155		female	2014	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
160120243		female	2014	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
240150354		male	2014	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
240150321		male	2014	AHY	2011	AHY		2011	1	no	3	4	5	6	7	8	9	10
232173956		male	2015	AHY	2011	AHY	2010	2010	0	yes	3	4	5	6	7	8	9	10
272107464	041959BEB5	female	2016	ASY	2012	ASY		2012	2	no	3	4	5	6	7	8	9	10
160120117		female	2013	SY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
240151501		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160118766		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160118778		female	2013		2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120111		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
239152837		female	2013	ASY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240151504		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151505		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151506		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120105		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
240150566		female	2013	ASY	2012	SY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240151508		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151509		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160118787		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
239160519		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151512		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151514		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120211		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120445		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120604		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
239160601		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
239160602		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120205		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120239		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120606		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120608		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240150478		female	2013	AHY	2012	SY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240151516		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151517		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151975		female	2013	ASY	2012	ASY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240151981		female	2013	ASY	2012	SY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240150945		female	2013	ASY	2012	SY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240151518		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151519		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120127		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120135		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120232		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
235120331	419597016	female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
239160603	0419598F4E	female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240150932		female	2013	ASY	2012	SY	2011	2011	0	yes	2	3	4	5	6	7	8	9
160120102		female	2013	AHY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120131		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
239160529		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
239160604		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151418		female	2013	ASY	2013	ASY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240151522		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151641		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120235		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120248		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120601		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120613		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120615		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120616		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
239160607		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151908		female	2013	ASY	2012	ASY	2011	2011	0	yes	2	3	4	5	6	7	8	9
160120618		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120619		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120620		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
239160532		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
239160610		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151720		female	2013	ASY	2013	ASY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240151887		female	2013	ASY	2012	SY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240151905		female	2013	ASY	2012	SY	2011	2011	0	yes	2	3	4	5	6	7	8	9
160120120		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120250		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120623		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120625		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120630		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120631		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120632		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120634		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120635		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120636		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120638		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
191123955		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
239160612		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151530		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151951		female	2013	ASY	2013	ASY	2011	2011	0	yes	2	3	4	5	6	7	8	9
160120139		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240151533		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160120113		female	2013	ASY	2012	SY		2012	1	no	2	3	4	5	6	7	8	9
160120124		female	2013		2012	SY		2012	1	no	2	3	4	5	6	7	8	9
239160613		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240150672		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240151779		male	2013	AHY	2012	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240151230		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
160120562		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160127022		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
239152895		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
239152897		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240150667		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240151231		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
160120137		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
160120282		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
239152899		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240150736		male	2013	AHY	2013	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240150803		female	2013	ASY	2012	SY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240150905		male	2013	AHY	2012	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240150989		male	2013	AHY	2013	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240151340		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240151451		male	2013	AHY	2012	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
160118754		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
160120140		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
160120212		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240150677		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240151098		female	2013	SY	2013	SY	2011	2011	0	yes	2	3	4	5	6	7	8	9
239159923		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240150692		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240151913		male	2013	AHY	2012	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240150676		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240151301		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
160120300		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
239160703		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240150691		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240150695		male	2013	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
259122510		female	2013	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
160118732		male	2014	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
239160524		female	2014	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
239160536		female	2014	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240151442		female	2014	ASY	2012	SY	2011	2011	0	yes	2	3	4	5	6	7	8	9
239160522		female	2014	ASY	2013	ASY		2013	2	no	2	3	4	5	6	7	8	9
240150220		male	2014	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240151834		male	2014	AHY	2012	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
160120430		male	2014	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
160120283		male	2014	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240150868		male	2014	AHY	2012	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
160120556		male	2014	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240151479		male	2014	AHY	2014	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240150998		male	2014	AHY	2012	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240151245		male	2014	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240150694		male	2014	AHY	2012	AHY		2012	1	no	2	3	4	5	6	7	8	9
240150518		male	2014	AHY	2013	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240151835		male	2015	AHY	2012	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240151935		male	2015	AHY	2015	AHY	2011	2011	0	yes	2	3	4	5	6	7	8	9
240150241		female	2014	ASY	2014	ASY		2014	2	no	1	2	3	4	5	6	7	8
240150250		unknown	2014	ASY	2014	ASY		2014	2	no	1	2	3	4	5	6	7	8
240151260		female	2013	SY	2013	SY	2012	2012	0	yes	1	2	3	4	5	6	7	8
240151502		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151503		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151507		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151510		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151511		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
239160520		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151515		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120607		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120609		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
239160526		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
239160527		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240150120		female	2013	SY	2013	SY	2012	2012	0	yes	1	2	3	4	5	6	7	8
240151520		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120134		female	2013	SY	2013	SY	2012	2012	0	yes	1	2	3	4	5	6	7	8
239160528		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151521		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
191123985		female	2013	SY	2013	SY	2012	2012	0	yes	1	2	3	4	5	6	7	8
240151523		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151524		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120610		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120611		male	2013	AHY	2013	AHY		2013	1	no	1	2	3	4	5	6	7	8
160120612		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120614		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120884		female	2013	SY	2013	SY	2012	2012	0	yes	1	2	3	4	5	6	7	8
239160530		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
239160605		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
239160606		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
239160608		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151525		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151526	041917AD60	female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151527		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120276		female	2013	SY	2013	SY	2012	2012	0	yes	1	2	3	4	5	6	7	8
160120372		male	2013	AHY	2013	AHY	2012	2012	0	yes	1	2	3	4	5	6	7	8
160120437		female	2013	SY	2013	SY	2012	2012	0	yes	1	2	3	4	5	6	7	8
160120602		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120617		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120621		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
239160533		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
239160534		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
239160609		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151528		male	2013	AHY	2013	AHY		2013	1	no	1	2	3	4	5	6	7	8
240151642		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240180567		female	2013					2013	1	no	1	2	3	4	5	6	7	8
160120369		female	2013	SY	2013	SY	2012	2012	0	yes	1	2	3	4	5	6	7	8
160120373		female	2013	SY	2013	SY	2012	2012	0	yes	1	2	3	4	5	6	7	8
160120400		male	2013	AHY	2013	AHY	2012	2012	0	yes	1	2	3	4	5	6	7	8
160120603		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120622		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120624		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120626		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120627		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120628		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120629		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120633		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120637		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
239160535		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
239160611		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151529		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
240151531		male	2013	AHY	2013	AHY		2013	1	no	1	2	3	4	5	6	7	8
160120639		male	2013	AHY	2013	AHY		2013	1	no	1	2	3	4	5	6	7	8
160120640		male	2013	AHY	2013	AHY		2013	1	no	1	2	3	4	5	6	7	8
160120641		male	2013	AHY	2013	AHY		2013	1	no	1	2	3	4	5	6	7	8
191123962		male	2013	AHY	2013	AHY	2012	2012	0	yes	1	2	3	4	5	6	7	8
239152841		female	2013	SY	2013	SY	2012	2012	0	yes	1	2	3	4	5	6	7	8
240151532		female	2013	SY	2013	SY		2013	1	no	1	2	3	4	5	6	7	8
160120816		female	2013	SY	2013	SY	2012	2012	0	yes	1	2	3	4	5	6	7	8
240151534		male	2013	AHY	2013	AHY		2013	1	no	1	2	3	4	5	6	7	8
240151535		male	2013	AHY	2013	AHY		2013	1	no	1	2	3	4	5	6	7	8
